ID,Domain,User Input,Bot Response,Context ID,Context,Intent
397,E-commerce,How do I change my delivery address?,You can change it from your account settings.,396,The product I received is damaged.,update_address
2360,E-commerce,Can I get a gift receipt?,"Yes, we offer gift receipts during checkout.",2359,I forgot my account password.,request_gift_receipt
1660,Finance,How do I get a bank statement?,You can download it from your online banking portal.,1659,Can I invest in stocks through your bank?,get_bank_statement
1856,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,1855,Do you offer international shipping?,report_damaged_item
2733,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",2732,Where is my package?,cancel_order
2800,Finance,How do I get a bank statement?,You can download it from your online banking portal.,2799,Can I invest in stocks through your bank?,get_bank_statement
407,Finance,How can I improve my credit score?,You can improve your credit score by paying bills on time.,406,What is a credit score?,ask_credit_score
1903,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",1902,Where is my package?,cancel_order
1681,E-commerce,I want to return my order.,"Sure, may I have your order number?",1680,Can I get a gift receipt?,initiate_return
2101,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,2100,How do I get a bank statement?,ask_investment_info
2597,E-commerce,How do I change my delivery address?,You can change it from your account settings.,2596,The product I received is damaged.,update_address
1095,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",1094,What is the refund policy?,ask_shipping_info
1946,Finance,What is a credit score?,A credit score is a number that represents your creditworthiness.,1945,Is there a fee for early loan repayment?,ask_credit_score
2985,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",2984,Can I apply for a personal loan?,loan_prepayment_fee
5,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",4,Can I apply for a personal loan?,loan_prepayment_fee
781,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,780,How do I get a bank statement?,ask_investment_info
1590,E-commerce,Can I get a gift receipt?,"Yes, we offer gift receipts during checkout.",1589,I forgot my account password.,request_gift_receipt
1274,Finance,Can I apply for a personal loan?,"Yes, you can apply for a personal loan through our website.",1273,What is the current interest rate?,apply_loan
1631,E-commerce,I want to return my order.,"Sure, may I have your order number?",1630,Can I get a gift receipt?,initiate_return
976,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,975,Do you offer international shipping?,report_damaged_item
81,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,80,How do I get a bank statement?,ask_investment_info
2296,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,2295,Do you offer international shipping?,report_damaged_item
1267,E-commerce,How do I change my delivery address?,You can change it from your account settings.,1266,The product I received is damaged.,update_address
2008,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",2007,How can I improve my credit score?,home_loan_documents
898,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",897,How can I improve my credit score?,home_loan_documents
2383,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,2382,How do I open a savings account?,ask_interest_rate
1026,Finance,What is a credit score?,A credit score is a number that represents your creditworthiness.,1025,Is there a fee for early loan repayment?,ask_credit_score
2093,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",2092,Where is my package?,cancel_order
1473,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",1472,Where is my package?,cancel_order
1616,Finance,What is a credit score?,A credit score is a number that represents your creditworthiness.,1615,Is there a fee for early loan repayment?,ask_credit_score
306,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,305,Do you offer international shipping?,report_damaged_item
824,Finance,Can I apply for a personal loan?,"Yes, you can apply for a personal loan through our website.",823,What is the current interest rate?,apply_loan
883,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,882,How do I open a savings account?,ask_interest_rate
1451,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,1450,How do I get a bank statement?,ask_investment_info
1780,E-commerce,Can I get a gift receipt?,"Yes, we offer gift receipts during checkout.",1779,I forgot my account password.,request_gift_receipt
2528,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",2527,How do I change my delivery address?,ask_payment_options
2689,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,2688,What payment methods do you accept?,reset_password
2216,Finance,What is a credit score?,A credit score is a number that represents your creditworthiness.,2215,Is there a fee for early loan repayment?,ask_credit_score
2082,E-commerce,Where is my package?,Let me check the tracking information for you.,2081,I want to return my order.,track_order
2895,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",2894,Can I apply for a personal loan?,loan_prepayment_fee
2073,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,2072,How do I open a savings account?,ask_interest_rate
1863,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",1862,Where is my package?,cancel_order
2349,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",2348,What documents are needed for a home loan?,stock_investment
1500,E-commerce,Can I get a gift receipt?,"Yes, we offer gift receipts during checkout.",1499,I forgot my account password.,request_gift_receipt
2381,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,2380,How do I get a bank statement?,ask_investment_info
2358,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",2357,How do I change my delivery address?,ask_payment_options
2199,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",2198,What documents are needed for a home loan?,stock_investment
2978,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",2977,How do I change my delivery address?,ask_payment_options
1032,Finance,How do I open a savings account?,You can open a savings account online or at any of our branches.,1031,What is a mutual fund?,open_account
242,E-commerce,Where is my package?,Let me check the tracking information for you.,241,I want to return my order.,track_order
448,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",447,How can I improve my credit score?,home_loan_documents
